record_num,id,precursor,decision,reason,source,title,authors,year,journal,doi,pmid,link,exclusion_reason,pdf_file,fulltext_note
1061,"Export Date: 03 March 2026; Cited By: 30; Correspondence Address: J.C. Escolà-Gil; Institut de Recerca i d’Investigació Biomèdica de l’Hospital de la Santa Creu i Sant Pau, IIB-Sant Pau, Barcelona, 08041, Spain; email: jescola@santpau.cat; F. Blanco-Vaca; Department of Biochemistry and Molecular Biology, Universitat Autònoma de Barcelona, Barcelona, 08193, Spain; email: fblancova@santpau.cat; J. Julve; Institut de Recerca i d’Investigació Biomèdica de l’Hospital de la Santa Creu i Sant Pau, IIB-Sant Pau, Barcelona, 08041, Spain; email: jjulve@santpau.cat",none,EXCLUDE,No NMN/NR,screening,Therapeutic potential of emerging NAD+-increasing strategies for cardiovascular diseases,"Rotllan, N.; Camacho Pérez De Madrid, M.; Tondo, M....",2021,Antioxidants,10.3390/antiox10121939,,https://doi.org/10.3390/antiox10121939,,,
1064,"Export Date: 03 March 2026; Cited By: 171; Correspondence Address: S. Sedej; Department of Cardiology, Medical University of Graz, Austria; email: simon.sedej@medunigraz.at; G. Kroemer; Metabolomics and Cell Biology Platforms, Institut Gustave Roussy, Villejuif, France; email: kroemer@orange.fr; CODEN: CIRCA",none,EXCLUDE,No NMN/NR,screening,"NAD+ Metabolism in Cardiac Health, Aging, and Disease","Abdellatif, M.; Sedej, S.; Kroemer, G.",2021,Circulation,10.1161/CIRCULATIONAHA.121.056589,,https://doi.org/10.1161/CIRCULATIONAHA.121.056589,,,
1069,"Export Date: 03 March 2026; Cited By: 14; Correspondence Address: J.M. Estrela; Department of Physiology, Faculty of Medicine, University of Valencia, Valencia, 46010, Spain; email: jose.m.estrela@uv.es",none,EXCLUDE,No NMN/NR,abstract,NAD+ precursors and antioxidants for the treatment of amyotrophic lateral sclerosis,"Obrador, E.; Salvador-Palmer, R.; López-Blanch, R....",2021,Biomedicines,10.3390/biomedicines9081000,,https://doi.org/10.3390/biomedicines9081000,,,
1071,"Export Date: 03 March 2026; Cited By: 79; Correspondence Address: C.W.S. Hoong; Division of Endocrinology, Department of General Medicine, Woodlands Health Campus, National Healthcare Group Singapore, Singapore, 768024, Singapore; email: caroline_hoong@whc.sg; CODEN: ENDOA",none,EXCLUDE,No NMN/NR,screening,SGLT2 Inhibitors as Calorie Restriction Mimetics: Insights on Longevity Pathways and Age-Related Diseases,"Hoong, C.W.S.; Chua, M.W.J.",2021,Endocrinology (United States),10.1210/endocr/bqab079,,https://doi.org/10.1210/endocr/bqab079,,,
1075,"Export Date: 03 March 2026; Cited By: 180; Correspondence Address: J.A. Hill; Internal Medicine (Cardiology), University of Texas, Southwestern Medical Center, Dallas, United States; email: joseph.hill@utsouthwestern.edu; CODEN: CIRUA",none,EXCLUDE,No NMN/NR,abstract screen,NAD+ Repletion Reverses Heart Failure with Preserved Ejection Fraction,"Tong, D.; Schiattarella, G.G.; Jiang, N....",2021,Circulation Research,10.1161/CIRCRESAHA.120.317046,,https://doi.org/10.1161/CIRCRESAHA.120.317046,,,
1084,"Export Date: 03 March 2026; Cited By: 6; Correspondence Address: G.H. Tinnevelt; Institute for Molecules and Materials, Radboud University, Nijmegen, 6525 AJ, Netherlands; email: gtinnevelt@science.ru.nl",none,EXCLUDE,No NMN/NR,screening,Variable selection in untargeted metabolomics and the danger of sparsity,"Tinnevelt, G.H.; Engelke, U.F.H.; Wevers, R.A....",2020,Metabolites,10.3390/metabo10110470,,https://doi.org/10.3390/metabo10110470,,,
1088,"Export Date: 03 March 2026; Cited By: 19; Correspondence Address: K.S. Ramos; Department of Physiology, Amsterdam UMC, Vrije Universiteit, Amsterdam Cardiovascular Sciences, Amsterdam, Netherlands; email: k.silvaramos@amsterdamumc.nl",none,EXCLUDE,No NMN/NR,title/abstract,"DNA Damage, an Innocent Bystander in Atrial Fibrillation and Other Cardiovascular Diseases?","Ramos, K.S.; Brundel, B.J.J.M.",2020,Frontiers in Cardiovascular Medicine,10.3389/fcvm.2020.00067,,https://doi.org/10.3389/fcvm.2020.00067,,,
1090,"Export Date: 03 March 2026; Cited By: 40; Correspondence Address: A. Mardinoglu; Science for Life Laboratory, KTH—Royal Institute of Technology, Stockholm, Sweden; email: adilm@scilifelab.se; J. Borén; Department of Molecular and Clinical Medicine, University of Gothenburg and Sahlgrenska University Hospital Gothenburg, Gothenburg, Sweden; email: jan.boren@wlab.gu.se; A. Mardinoglu; Science for Life Laboratory, KTH—Royal Institute of Technology, Stockholm, Sweden; email: adilm@scilifelab.se",none,EXCLUDE,No NMN/NR,screening,The acute effect of metabolic cofactor supplementation: a potential therapeutic strategy against non-alcoholic fatty liver disease,"Zhang, C.; Björnson, E.; Arif, M....",2020,Molecular Systems Biology,10.15252/msb.209495,,https://doi.org/10.15252/msb.209495,,,
1093,"Export Date: 03 March 2026; Cited By: 35; Correspondence Address: E.F. Fang; Department of Clinical Molecular Biology, University of Oslo and Akershus University Hospital, Lørenskog, 1478, Norway; email: e.f.fang@medisin.uio.no; CODEN: MAGDA",none,EXCLUDE,No NMN/NR,screening,Targeting NAD+ in translational research to relieve diseases and conditions of metabolic stress and ageing,"Gilmour, B.C.; Gudmundsrud, R.; Frank, J....",2020,Mechanisms of Ageing and Development,10.1016/j.mad.2020.111208,,https://doi.org/10.1016/j.mad.2020.111208,,,
1096,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: T.K. Ito; Department of Cellular and Molecular Anatomy, Hamamatsu University School of Medicine, Hamamatsu, 431-3192, Japan; email: takashi.ito.cj@riken.jp",none,EXCLUDE,No NMN/NR,abstract,A nonrandomized study of single oral supplementation within the daily tolerable upper level of nicotinamide affects blood nicotinamide and NAD+ levels in healthy subjects,"Ito, T.K.; Sato, T.; Hakamata, A....",2020,Translational Medicine of Aging,10.1016/j.tma.2020.04.002,,https://doi.org/10.1016/j.tma.2020.04.002,,,
1098,"Export Date: 03 March 2026; Cited By: 30; Correspondence Address: A. Mardinoglu; Science for Life Laboratory, KTH-Royal Institute of Technology, Stockholm, Sweden; email: adilm@scilifelab.se",none,EXCLUDE,No NMN/NR,title/abstract,The potential use of metabolic cofactors in treatment of NAFLD,"Mardinoğlu, A.; Ural, D.; Zeybel, M....",2019,Nutrients,10.3390/nu11071578,,https://doi.org/10.3390/nu11071578,,,
1099,"Export Date: 03 March 2026; Cited By: 193; Correspondence Address: T. Nakagawa; Department of Metabolism and Nutrition, Graduate School of Medicine and Pharmaceutical Science for Research, University of Toyama, Toyama, 2630 Sugitani, Toyama, 930-0194, Japan; email: nakagawa@med.u-toyama.ac.jp; CODEN: JBCIE",none,EXCLUDE,No NMN/NR,abstract,Implications of altered NAD metabolism in metabolic disorders,"Okabe, K.; Yaku, K.; Tobe, K....",2019,Journal of Biomedical Science,10.1186/s12929-019-0527-8,,https://doi.org/10.1186/s12929-019-0527-8,,,
1112,"Export Date: 03 March 2026; Cited By: 717; Correspondence Address: D.A. Sinclair; Department of Genetics, Harvard Medical School, Boston, 02115, United States; email: david_sinclair@hms.harvard.edu; CODEN: NRMCB",none,EXCLUDE,No NMN/NR,abstract screen,Slowing ageing by design: The rise of NAD+ and sirtuin-activating compounds,"Bonkowski, M.S.; Sinclair, D.A.",2016,Nature Reviews Molecular Cell Biology,10.1038/nrm.2016.93,,https://doi.org/10.1038/nrm.2016.93,,,
1120,"Export Date: 03 March 2026; Cited By: 69; Correspondence Address: E. S. Burgos; Albert Einstein College of Medicine, Biochemistry Department, Bronx, NY 10461, United States; email: emmanuel.burgos@einstein.yu.edu; CODEN: CMCHE",none,EXCLUDE,No NMN/NR,screening,NAMPT in regulated NAD biosynthesis and its pivotal role in human metabolism,"Burgos, E.S.",2011,Current Medicinal Chemistry,10.2174/092986711795590101,,https://doi.org/10.2174/092986711795590101,,,
1125,"Export Date: 03 March 2026; Cited By: 262; Correspondence Address: G. Magni; Ist. di Biotecnologie Biochimiche, Univ. Politecnica Delle Marche, 60131 Ancona, Via Ranieri 69, Italy; email: magnig@univpm.it; CODEN: CMLSF",none,EXCLUDE,No NMN/NR,screening,Enzymology of NAD+ homeostasis in man,"Magni, G.; Amici, A.; Emanuelli, M....",2004,Cellular and Molecular Life Sciences,10.1007/s00018-003-3161-1,,https://doi.org/10.1007/s00018-003-3161-1,,,
5,41502156,NR,EXCLUDE,No RCT + no outcome,abstract screen,Evaluation of Nicotinamide Riboside in Prevention of Small Nerve Fiber Axon  Degeneration and Promotion of Nerve Regeneration.,Thomas S; Ben-Davies R; Cetinkaya-Fisgin A...,2026,Journal of the peripheral nervous system : JPNS,10.1111/jns.70101,41502156,https://doi.org/10.1111/jns.70101,,,
28,38430946,NMN,EXCLUDE,No RCT + no outcome,abstract,Towards personalized nicotinamide mononucleotide (NMN) supplementation:  Nicotinamide adenine dinucleotide (NAD) concentration.,Kuerec AH; Wang W; Yi L...,2024,Mechanisms of ageing and development,10.1016/j.mad.2024.111917,38430946,https://doi.org/10.1016/j.mad.2024.111917,,,
37,36936793,NR,EXCLUDE,No RCT + no outcome,title/abstract,Nicotinamide riboside supplementation is not associated with altered methylation  homeostasis in Parkinson's disease.,Gaare JJ; Dolle C; Brakedal B...,2023,iScience,10.1016/j.isci.2023.106278,36936793,https://doi.org/10.1016/j.isci.2023.106278,,,
54,35182418,both,EXCLUDE,No RCT + no outcome,abstract,"MIB-626, an Oral Formulation of a Microcrystalline Unique Polymorph of  beta-Nicotinamide Mononucleotide, Increases Circulating Nicotinamide Adenine Dinucleotide and its Metabolome in Middle-Aged and Older Adults.",Pencina KM; Lavu S; Dos Santos M...,2023,"The journals of gerontology. Series A, Biological sciences and medical sciences",10.1093/gerona/glac049,35182418,https://doi.org/10.1093/gerona/glac049,,,
77,29599478,NR,EXCLUDE,No RCT + no outcome,abstract,Chronic nicotinamide riboside supplementation is well-tolerated and elevates  NAD(+) in healthy middle-aged and older adults.,Martens CR; Denman BA; Mazzo MR...,2018,Nature communications,10.1038/s41467-018-03421-7,29599478,https://doi.org/10.1038/s41467-018-03421-7,,,
87,CN-02891176,NMN,EXCLUDE,No RCT + no outcome,title/abstract,Nicotinamide mononucleotide-a NAD+ precursor- a new hope for rejuvinating fertility outcome in young infertile women with diminished ovarian reserve- a retrospective analysis,"Sen Sharma, D",2025,"Human reproduction (Oxford, England)",10.1093/humrep/deaf097.217,02891176,https://doi.org/10.1093/humrep/deaf097.217,,,
100,CN-02555899,NMN,EXCLUDE,No RCT + no outcome,screening,Effects of dietary supplementation of ß-nicotinamide mononucleotide on the health of alcoholic consumption group,"ChiCTR2200060967,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2200060967,,02555899,https://www.chictr.org.cn/showproj.html?proj=2200060967,,,
101,CN-02894840,NR,EXCLUDE,No RCT + no outcome,abstract,Investigation of Nicotinamide riboside Supplementation Impact on Glaucoma Health Trial (INSIGHT),"Leung, CK-S; Guo, Y; Mak, HK...",2025,Investigative ophthalmology &amp; visual science,,02894840,https://pubmed.ncbi.nlm.nih.gov/02894840,,,
102,CN-02230105,NR,EXCLUDE,No RCT + no outcome,abstract screen,Baseline characteristics of a clinical trial of nicotinamide riboside supplementation on brain function in older adults with mild cognitive impairment,"Koleti, M; Bair-Kelps, D; Romo, T...",2020,Journal of the American Geriatrics Society,10.1111/jgs.16431,02230105,https://doi.org/10.1111/jgs.16431,,,
108,CN-02289598,NMN,EXCLUDE,No RCT + no outcome,title/abstract,Nicotinamide Mononucleotide in Hypertensive Patients,"NCT04903210,",2021,https://clinicaltrials.gov/show/NCT04903210,,02289598,https://clinicaltrials.gov/study/NCT04903210,,,
115,CN-02297336,NR,EXCLUDE,No RCT + no outcome,screening,Inflammation in COPD and the Effect of Nicotinamide Riboside,"NCT04990869,",2021,https://clinicaltrials.gov/ct2/show/NCT04990869,,02297336,https://clinicaltrials.gov/study/NCT04990869,,,
121,CN-02125004,NR,EXCLUDE,No RCT + no outcome,title/abstract,Effects of Nicotinamide Riboside on the Clinical Outcome of Covid-19 in the Elderly,"NCT04407390,",2020,https://clinicaltrials.gov/show/NCT04407390,,02125004,https://clinicaltrials.gov/study/NCT04407390,,,
144,CN-02783026,NMN,EXCLUDE,No RCT + no outcome,abstract screen,NICOTINAMIDE MONONUCLEOTIDE SUPPLEMENTATION ENHANCES THE DEVELOPMENTAL POTENTIAL OF IN VITRO MATURATION OOCYTES IN ADVANCED MATERNAL AGE WOMEN BY SAFEGUARDING MITOCHONDRIAL FUNCTION,"Lu, X; Liu, Y; Dong, X...",2024,Fertility and sterility,10.1016/j.fertnstert.2024.08.101,02783026,https://doi.org/10.1016/j.fertnstert.2024.08.101,,,
157,CN-02518085,NR,EXCLUDE,No RCT + no outcome,title/abstract,Mental Intervention and Nicotinamide Riboside Supplementation in Long Covid,"NCT05703074,",2023,https://clinicaltrials.gov/ct2/show/NCT05703074,,02518085,https://clinicaltrials.gov/study/NCT05703074,,,
204,CN-02197205,NR,EXCLUDE,No RCT + no outcome,title/abstract,Milk Volume Outcomes Following Oral Nicotinamide Riboside Supplementation in Mothers of Extremely Preterm Infants,"NCT04614714,",2020,https://clinicaltrials.gov/ct2/show/NCT04614714,,02197205,https://clinicaltrials.gov/study/NCT04614714,,,
226,CN-02741558,NR,EXCLUDE,No RCT + no outcome,abstract,Impact of Nicotinamide Riboside (NR) on Kidney Function in Patients Undergoing Cardiac Surgery,"NCT06521307,",2024,https://clinicaltrials.gov/ct2/show/NCT06521307,,02741558,https://clinicaltrials.gov/study/NCT06521307,,,
232,CN-01111313,NMN,EXCLUDE,No RCT + no outcome,abstract screen,N(1)-methylnicotinamide as an endogenous probe for drug interactions by renal cation transporters: studies on the metformin-trimethoprim interaction,"Müller, F; Pontones, CA; Renner, B...",2015,European journal of clinical pharmacology,10.1007/s00228-014-1770-2,01111313,https://doi.org/10.1007/s00228-014-1770-2,,,
247,CN-02070311,NR,EXCLUDE,No RCT + no outcome,abstract screen,Cross-over trial to verify safety and effectiveness of nicotinamide riboside for patients with Werner syndrome,"jRCTs031190141,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-jRCTs031190141,,02070311,https://jrct.niph.go.jp/latest-detail/jRCTs031190141,,,
257,CN-02070330,NMN,EXCLUDE,No RCT + no outcome,abstract screen,Safety of Yeast Extract containing NMN,"jRCTs041190080,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-jRCTs041190080,,02070330,https://jrct.niph.go.jp/latest-detail/jRCTs041190080,,,
270,CN-02850624,NR,EXCLUDE,No RCT + no outcome,title/abstract,NADream: effects of Nicotinamide Adenine Dinucleotide Supplementation on Sleep Quality in Healthy Individuals,"NCT06971224,",2025,https://clinicaltrials.gov/study/NCT06971224,,02850624,https://clinicaltrials.gov/study/NCT06971224,,,
274,CN-01663626,NR,EXCLUDE,No RCT + no outcome,abstract screen,Nicotinamide Riboside for Diabetic Neuropathy,"NCT03685253,",2018,https://clinicaltrials.gov/study/NCT03685253,,01663626,https://clinicaltrials.gov/study/NCT03685253,,,
309,CN-02702501,NMN,EXCLUDE,No RCT + no outcome,abstract screen,Effect of nicotinamide mononucleotide (NMN) on NAD-capped gene and epitranscriptome from human blood,"ChiCTR2400084067,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2400084067,,02702501,https://www.chictr.org.cn/showproj.html?proj=2400084067,,,
326,CN-02253228,NR,EXCLUDE,No RCT + no outcome,abstract screen,Nicotinamide Riboside in SARS-CoV-2 (COVID-19) Patients for Renal Protection,"NCT04818216,",2021,https://clinicaltrials.gov/ct2/show/NCT04818216,,02253228,https://clinicaltrials.gov/study/NCT04818216,,,
333,CN-02816025,NR,EXCLUDE,No RCT + no outcome,abstract,The NAD-HD Study: a Study to Investigate Efficacy and Safety of Nicotinamide Riboside Compared with Placebo in Huntington's Disease,"NCT06853743,",2025,https://clinicaltrials.gov/ct2/show/NCT06853743,,02816025,https://clinicaltrials.gov/study/NCT06853743,,,
337,CN-02554354,NR,EXCLUDE,No RCT + no outcome,abstract screen,"Effect of nicotinamide riboside supplementation in dilated cardiomyopathy patients to CERP, Chromadex Inc. USA","CTRI/2023/04/051385,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2023/04/051385,,02554354,https://ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=CTRI/2023/04/051385,,,
344,CN-02067173,NMN,EXCLUDE,No RCT + no outcome,title/abstract,To Evaluate the Efficacy and Safety of vitamin NMN in Middle Aged and Older Adults for Anti-aging and Work-Out Enhancer,"CTRI/2019/12/022514,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2019/12/022514,,02067173,https://ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=CTRI/2019/12/022514,,,
486,CN-02828740,NMN,EXCLUDE,No RCT + no outcome,abstract,"A Single Dose Study Of Investigational Product Containing Nicotinamide Mononucleotide (NMN), In Healthy, Adult, Human Subjects Under Fasting Conditions","CTRI/2025/03/081830,",2025,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2025/03/081830,,02828740,https://ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=CTRI/2025/03/081830,,,
488,CN-02634873,NMN,EXCLUDE,No RCT + no outcome,abstract screen,"To Investigate the change in oral bioavailability of Nicotinamide Mononucleotide (NMN, 500mg) when 5mg Bioperine is added to NMN 500mg in normal healthy volunteers","CTRI/2023/11/059982,",2023,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2023/11/059982,,02634873,https://ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=CTRI/2023/11/059982,,,
553,CN-02823693,NMN,EXCLUDE,No RCT + no outcome,abstract screen,"Evaluate the Safety, Tolerability, and Efficacy of UthPeak NMNH (Reduced Nicotinamide Mononucleotide) in Healthy Adult Participants","NCT06889740,",2025,https://clinicaltrials.gov/ct2/show/NCT06889740,,02823693,https://clinicaltrials.gov/study/NCT06889740,,,
571,CN-02766984,NMN,EXCLUDE,No RCT + no outcome,abstract,Investigate the Efficacy of Using NMN to Improve Embryo Development Capacity,"NCT06629636,",2024,https://clinicaltrials.gov/ct2/show/NCT06629636,,02766984,https://clinicaltrials.gov/study/NCT06629636,,,
695,CN-01972245,NMN,EXCLUDE,No RCT + no outcome,abstract screen,NMN clinical study,"jRCTs051190002,",2019,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-jRCTs051190002,,01972245,https://jrct.niph.go.jp/latest-detail/jRCTs051190002,,,
758,CN-02897906,NMN,EXCLUDE,No RCT + no outcome,title/abstract,The study to evaluate the effect of supplements on endurance performance,"JPRN-UMIN000049372,",2024,https://trialsearch.who.int/Trial2.aspx?TrialID=JPRN-UMIN000049372,,02897906,https://center6.umin.ac.jp/cgi-open-bin/ctr_e/ctr_view.cgi?recptno=R000049372,,,
839,CN-02448066,NMN,EXCLUDE,No RCT + no outcome,title/abstract,Effect of exercise nutrition intervention on pre-diabetes patients,"ChiCTR2000040222,",2020,http://www.who.int/trialsearch/Trial2.aspx?TrialID=ChiCTR2000040222,,02448066,https://www.chictr.org.cn/showproj.html?proj=2000040222,,,
857,40479886,NR,EXCLUDE,No RCT + no outcome,abstract screen,Effects of NAD+ supplementation with oral nicotinamide riboside on vascular health and cognitive function in older adults with peripheral artery disease: Results from a pilot 4-week open-label clinical trial.,"Szarvas, Zsofia; Reyff, Zeke A; Peterfi, Anna...",2025,The Journal of pharmacology and experimental therapeutics,https://dx.doi.org/10.1016/j.jpet.2025.103607,40479886,https://doi.org/https://dx.doi.org/10.1016/j.jpet.2025.103607,,,
863,37899683,NR,EXCLUDE,No RCT + no outcome,title/abstract,Long-Term Nicotinamide Riboside Use Improves Coordination and Eye Movements in Ataxia Telangiectasia.,"Presterud, Rebecca; Deng, Wei Hai; Wennerstrom, Anna Berit...",2024,Movement disorders : official journal of the Movement Disorder Society,https://dx.doi.org/10.1002/mds.29645,37899683,https://doi.org/https://dx.doi.org/10.1002/mds.29645,,,
948,WOS:001604050800001,NMN,EXCLUDE,No RCT + no outcome,abstract,Oral Supplementation of Nicotinamide Mononucleotide (NMN) Improves Hair Quality and Subjective Perception of Hair Appearance in Middle-Aged Women,"Fukumoto, S; Ito, M; Kunitomo, H...",2025,COSMETICS,10.3390/cosmetics12050204,001604050800001,https://doi.org/10.3390/cosmetics12050204,,,
960,WOS:000588251000001,NR,EXCLUDE,No RCT + no outcome,abstract screen,Nicotinamide Riboside and Pterostilbene Cooperatively Delay Motor Neuron Failure in ALS SOD1G93A Mice,"Obrador, E; Salvador, R; Marchio, P...",2021,MOLECULAR NEUROBIOLOGY,10.1007/s12035-020-02188-7,000588251000001,https://doi.org/10.1007/s12035-020-02188-7,,,
991,"Export Date: 03 March 2026; Cited By: 0; Correspondence Address: R.G. Zhai; Department of Molecular and Cellular Pharmacology, University of Miami Miller School of Medicine, Miami, 33136, United States; email: rgzhai@uchicago.edu",NMN,EXCLUDE,No RCT + no outcome,abstract,Nuclear NAD+ synthase nicotinamide mononucleotide adenylyltransferase 1 contributes to nuclear atypia and promotes glioma growth,"Liu, J.; Zhu, Y.; Canic, T....",2025,Neuro-Oncology Advances,10.1093/noajnl/vdaf029,,https://doi.org/10.1093/noajnl/vdaf029,,,
1005,"Export Date: 03 March 2026; Cited By: 2; Correspondence Address: M.N. Sack; Laboratory of Mitochondrial Biology and Metabolism, National Heart, Lung, and Blood Institute, National Institutes of Health, Bldg. 10-CRC, Room 5-3342, 10 Center Drive, Bethesda, 20892, United States; email: sackm@nih.gov",NR,EXCLUDE,No RCT + no outcome,title/abstract,Nicotinamide Riboside Augments Human Macrophage Migration via SIRT3-Mediated Prostaglandin E2 Signaling,"Wu, J.; Bley, M.; Steans, R.S....",2024,Cells,10.3390/cells13050455,,https://doi.org/10.3390/cells13050455,,,
1009,"Export Date: 03 March 2026; Cited By: 20; Correspondence Address: X. Zha; Department of Pharmaceutical Engineering, School of Engineering, China Pharmaceutical University, Nanjing, 639 Longmian Avenue, 211198, China; email: xmzha@cpu.edu.cn; CODEN: BMECE",NMN,EXCLUDE,No RCT + no outcome,abstract screen,Drug discovery targeting nicotinamide phosphoribosyltransferase (NAMPT): Updated progress and perspectives,"Wen, F.; Gui, G.; Wang, X....",2024,Bioorganic and Medicinal Chemistry,10.1016/j.bmc.2024.117595,,https://doi.org/10.1016/j.bmc.2024.117595,,,
1022,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: N.M.S. de Groot; Department of Cardiology, Erasmus Medical Center, Rotterdam, Netherlands; email: n.m.s.degroot@erasmusmc.nl; CODEN: CDTHE",NR,EXCLUDE,No RCT + no outcome,abstract,The HF-AF ENERGY Trial: Nicotinamide Riboside for the Treatment of Atrial Fibrillation in Heart Failure Patients,"Pool, L.; Knops, P.; Manintveld, O.C....",2023,Cardiovascular Drugs and Therapy,10.1007/s10557-022-07382-4,,https://doi.org/10.1007/s10557-022-07382-4,,,
1032,"Export Date: 03 March 2026; Cited By: 11; Correspondence Address: S. Goulart Nacácio e Silva; Department of Ophthalmology, University of Campinas, São Paulo, Brazil; email: goulartsgns@gmail.com; CODEN: EJOOE",NR,EXCLUDE,No RCT + no outcome,title/abstract,The use of Nicotinamide and Nicotinamide riboside as an adjunct therapy in the treatment of glaucoma,"Goulart Nacácio e Silva, S.; Occhiutto, M.L.; Costa, V.P.",2023,European Journal of Ophthalmology,10.1177/11206721231161101,,https://doi.org/10.1177/11206721231161101,,,
1045,"Export Date: 03 March 2026; Cited By: 63; Correspondence Address: K.D. O'Brien; Division of Cardiology, Department of Medicine, University of Washington, Seattle, United States; email: cardiac@uw.edu; R. Tian; Mitochondrial and Metabolism Center, Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, United States; email: rongtian@uw.edu",NR,EXCLUDE,No RCT + no outcome,abstract screen,Safety and Tolerability of Nicotinamide Riboside in Heart Failure With Reduced Ejection Fraction,"Wang, D.D.; Airhart, S.E.; Zhou, B....",2022,JACC: Basic to Translational Science,10.1016/j.jacbts.2022.06.012,,https://doi.org/10.1016/j.jacbts.2022.06.012,,,
1081,"Export Date: 03 March 2026; Cited By: 63; Correspondence Address: F.A. Zouein; Department of Pharmacology and Toxicology, Faculty of Medicine, American University of Beirut Medical Center, Beirut, Lebanon; email: fouadzouein@outlook.com; M. Mericskay; INSERM Department of Signalling and Cardiovascular Pathophysiology, UMR-S 1180, Université Paris-Saclay, Châtenay-Malabry, France; email: mathias.mericskay@inserm.fr; M.M. Refaat; Department of Internal Medicine, Faculty of Medicine, American University of Beirut Medical Center, Beirut, Lebanon; email: mr48@aub.edu.lb; M.M. Refaat; Department of Internal Medicine, Faculty of Medicine, American University of Beirut Medical Center, Beirut, Lebanon; email: mr48@aub.edu.lb",NR,EXCLUDE,No RCT + no outcome,screening,"Nicotinamide adenine dinucleotide: Biosynthesis, consumption and therapeutic role in cardiac diseases","Tannous, C.; Booz, G.W.; Altara, R....",2021,Acta Physiologica,10.1111/apha.13551,,https://doi.org/10.1111/apha.13551,,,
1122,"Export Date: 03 March 2026; Cited By: 44; Correspondence Address: G. Magni; Istituto di Biotecnologie Biochimiche, Università Politecnica delle Marche, 60131 Ancona, Via Ranieri 69, Italy; email: magnig@univpm.it; CODEN: CMCHE",NMN,EXCLUDE,No RCT + no outcome,title/abstract,NAD(P) biosynthesis enzymes as potential targets for selective drug design,"Magni, G.; Di Stefano, M.; Orsomando, G....",2009,Current Medicinal Chemistry,10.2174/092986709787846505,,https://doi.org/10.2174/092986709787846505,,,
1065,"Export Date: 03 March 2026; Cited By: 41; Correspondence Address: X. Wu; Tianjin Institute of Industrial Biotechnology, Chinese Academy of Sciences (CAS), Tianjin, China; email: wuxin@tib.cas.cn",NMN,UNCERTAIN,Not an RCT; No placebo arm; No relevant metabolic outcomes,title/abstract,"The Impacts of Short-Term NMN Supplementation on Serum Metabolism, Fecal Microbiota, and Telomere Length in Pre-Aging Phase","Niu, K.-M.; Bao, T.; Gao, L....",2021,Frontiers in Nutrition,10.3389/fnut.2021.756243,,https://doi.org/10.3389/fnut.2021.756243,"Niu 2021 - Not an RCT (no randomization/placebo described), open-label pre-post design",fnut-08-756243 (1).pdf,"Niu 2021 - Not an RCT (no randomization/placebo described), open-label pre-post design"
310,CN-02391953,NMN,UNCERTAIN,Not an RCT; No placebo arm; No relevant metabolic outcomes,screening,Effect of NMN (Nicotinamide Mononucleotide) on Polycystic Ovary Syndrome,"NCT05305677,",2022,https://clinicaltrials.gov/study/NCT05305677,,02391953,https://clinicaltrials.gov/study/NCT05305677,"Fan 2025 - NMN in PCOS, not RCT, no placebo, focus on oocyte quality not metabolic",FSB2-39-e70846.pdf,"Fan 2025 - NMN in PCOS, not RCT, no placebo, focus on oocyte quality not metabolic"
150,CN-01796095,NR,UNCERTAIN,Not an RCT; No placebo arm,screening,"Effects of Vitamin B3 Derivative Nicotinamide Riboside (NR) in Bone, Skeletal Muscle and Metabolic Functions in Aging","NCT03818802,",2019,https://clinicaltrials.gov/ct2/show/NCT03818802,,01796095,https://clinicaltrials.gov/study/NCT03818802,"Not an RCT, no placebo - appears to be observational/review of NR effects",1-s2.0-S0022356525398204-main.pdf,"Not an RCT, no placebo - appears to be observational/review of NR effects"
375,CN-01966040,NR,UNCERTAIN,Not an RCT; No placebo arm,abstract,Nicotinamide Riboside Supplementation for Treating Arterial Stiffness and Elevated Systolic Blood Pressure in Patients With Moderate to Severe CKD,"NCT04040959,",2019,https://clinicaltrials.gov/ct2/show/NCT04040959,,01966040,https://clinicaltrials.gov/study/NCT04040959,"Freeberg 2022 - Study protocol only for NCT04040959, no results",fcvm-09-881703.pdf,"Freeberg 2022 - Study protocol only for NCT04040959, no results"
