record_num,pmid,title,year,include?,notes
606,CN-02616221,PLACEBO-CONTROLLED EFFICACY AND SAFETY OF UPADACITINIB THROUGH ONE YEAR IN PATIENTS WITH NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS,2023,N,
607,CN-01819626,Clinical and microbiological efficacy of new probiotics in vaginal discharge disturbances,2017,N,no metabolic outcomes
608,CN-02786633,Examination of the significance of a video to improve the medical education before cardiac imaging procedure,2024,N,
609,CN-02195327,Certolizumab pegol-treated patients with non-radiographic axial spondyloarthritis demonstrate improvements in sleep quality and Other Patient Reported Outcomes,2019,N,
610,CN-00187454,Evaluation of pharmacodynamic equivalence of glycerol trinitrate-containing sprays for oral administration with or without chlorofluorocarbons,1991,N,
611,CN-02616213,RESOLUTION OF ENTHESITIS AND PERIPHERAL ARTHRITIS WITH BIMEKIZUMAB IN PATIENTS WITH AXIAL SPODYLOARTHRITIS: WEEK 52 RESULTS FROM THE BE MOBILE 1 AND BE MOBILE 2 PHASE 3 STUDIES,2023,N,
612,CN-02204452,Secukinumab significantly improved signs and symptoms of non-radiographic axial spondyloarthritis: 16-week results from the phase-iii prevent study,2020,N,poster abstract only
613,CN-01154748,"A Comparative, Prospective and Randomized Evaluation of Roux-en-Y Gastric Bypass With and Without the Silastic Ring: a 2-Year Follow Up Preliminary Report on Weight Loss and Quality of Life",2016,N,
614,CN-02615972,Bimekizumab reduced MRI inflammatory lesions in patients with axial spondyloarthritis: week 52 results from the BE MOBILE 1 and 2 phase 3 studies,2023,N,wrong population
615,CN-02326852,Long-term treatment with ixekizumab in patients with axial spondyloarthritis: two-year results from COAST-Y,2021,N,
616,CN-00680476,Partial liquid ventilation decreases the inflammatory response in the alveolar environment of trauma patients,1998,N,case report
617,CN-02077439,The relation between changes in body mass index (BMI) and linear growth in prepubertal children: daily weight gain and BMI changes in relation to linear growth during nutritional rehabilitation of underweight children,2019,N,
618,CN-02204468,Clinical and functional outcomes among rheumatoidarthritis patients switching between jak1-selective inhibitor upadacitinib and adalimumab following insufficient response,2020,N,
619,CN-01056974,Relationship between MRI and clinical remission in patients with non-radiographic axial spondyloarthritis after two years of adalimumab therapy,2014,N,no RCT
620,CN-02806125,Upadacitinib in active non-radiographic axial spondyloarthritis: 2-year data from the phase 3 SELECT-AXIS 2 study,2025,N,commentary
621,CN-02244536,Whole-Body Vibration Exercise in Different Postures on Handgrip Strength in Healthy Women: a Cross-Over Study,2020,N,NAM not NMN
622,CN-00915995,The association of cytopenias and weight loss with hepatitis C virus virologic response in HIV/HCV-coinfected patients treated with PEG-IFN and RBV,2013,N,
623,CN-02287614,Long Term Survival and Limb Salvage in Patients With Non-Revascularisable Chronic Limb Threatening Ischaemia,2021,N,
624,CN-01468005,Efficacy and safety of adalimumab in patients with non-radiographic axial spondyloarthritis: results from the 28-week open-label period of the ability-3 study,2017,N,wrong population
625,CN-01162914,"A randomized, double-blind, placebo-controlled, 16-week study of subcutaneous golimumab in patients with active nonradiographic axial spondyloarthritis",2015,N,wrong population
626,CN-01605598,Efficacyand safetyof continuing versus withdrawing adalimumab in maintaining remission in patients with non-radiographic axial spondyloarthritis,2018,N,NAM not NMN
627,CN-00613005,Effects of Naoxintong capsule and rehabilitation training on patients with hemiplegia,2006,N,in vitro
628,CN-02203479,"Is very early treatment effective? Six months results of the prevas study, a placebo-controlled trial with etanercept in patients suspected of non-radiographic axial spondyloarthritis",2020,N,commentary
629,CN-01996739,Switching between the JAK1-selective inhibitor-upadacitinib and adalimumab following initial non-response: clinical and functional outcomes among rheumatoid arthritis patients,2019,N,in vitro
630,CN-01854031,"A study to examine the study drug, SPD489, in people with major depressive disorder (MDD) who are taking certain types of antidepressants and continuing to have MDD symptoms",2012,N,
631,CN-02524266,A Randomized Cross-Over Analysis of the 6-Minute Step Test When Administered in Different Music Listening Conditions to Healthy Young Adults,2023,N,in vitro
632,CN-02530663,Predictors of the Response to Moringa oleifera Supplementation in Adults with Prediabetes,2023,N,niacin not NMN/NR
633,CN-02348365,Longitudinal follow-up of asymptomatic adults and children with type 1 diabetes and celiac disease: the CD-LiFE study,2021,N,
634,CN-01338605,Effect of a Brief Memory Updating Intervention on Smoking Behavior: a Randomized Clinical Trial,2017,N,
635,CN-02781135,EFFECT OF RESMETIROM OR PLACEBO IN NASH FIBROSIS PATIENTS WITH < 5% OR > = 5% WEIGHT LOSS AND/OR ON BASELINE GLP-1 THERAPY IN THE MAESTRO-NASH 52 WEEK SERIAL LIVER BIOPSY STUDY,2024,N,case report
636,CN-01860038,Safety and Efficacy of Brodalumab in Subjects With Axial Spondyloarthritis,2015,N,
637,CN-02528994,NAD Augmentation in Diabetes Kidney Disease,2023,N,
638,CN-01423770,Comparison of the clinical and imaging arms of the assessment of spondyloarthritis international society classification criteria and parameters of objective inflammation in patients with non-radiographic axial spondyloarthritis,2017,N,
639,CN-02723827,Protocol for Weight Inclusive and Adaptive Strategies to Enhance (WISE) Cardiometabolic Health in Black Adults: a Pilot Sequential Multiple Assignment Randomized Trial,2024,N,
640,CN-01663355,MPA Versus Dydrogesterone for Management of Endometrial Hyperplasia Without Atypia,2018,N,review article
641,CN-01761071,"Filgotinib (GLPG0634), an oral JAK1 selective inhibitor is effective in combination with methotrexate in patients with active rheumatoid arthritis: results from a 24-week phase 2b dose ranging study",2016,N,
642,CN-01468211,Change in MRI structural lesions in the sacroiliac joint after two years of etanercept therapy in comparison to a contemporary control cohort in non-radiographic axial spondyloarthritis,2017,N,wrong population
643,CN-01950730,Clinic study for epidural labor analgesia of puerpera by Nalbuphine,2018,N,wrong population
644,CN-02873970,POS0788 BIMEKIZUMAB DEMONSTRATED SUSTAINED EFFICACY AND SAFETY ACROSS THE FULL SPECTRUM OF AXIAL SPONDYLOARTHRITIS: 3-YEAR RESULTS FROM TWO PHASE 3 STUDIES AND THEIR OPEN-LABEL EXTENSION,2025,N,
645,CN-01264707,Influence of the Metaboreflex on Pulmonary Vascular Capacitance in Heart Failure,2016,N,protocol only
646,CN-02169180,"Study to demonstrate the efficacy, safety and tolerability of an intravenous (i.v.) regimen of secukinumab compared to placebo in subjects with active axSpA",2019,N,poster abstract only
647,CN-02616215,"BIMEKIZUMAB ACHIEVED SUSTAINED IMPROVEMENTS IN EFFICACY OUTCOMES IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS, REGARDLESS OF PRIOR TNF INHIBITOR TREATMENT: WEEK 52 POOLED RESULTS FROM TWO PHASE 3 STUDIES",2023,N,
648,CN-02616218,EFFICACY OF UPADACITINIB IN PATIENTS WITH NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS IN EARLY VERSUS ESTABLISHED DISEASE,2023,N,
649,CN-01423744,Predictors of remission maintenance up to week 68 and successful therapy discontinuation in patients with non-radiographic axial spondyloarthritis who achieved sustained remission on 28-week open-label adalimumab treatment,2017,N,NAM not NMN
650,CN-01056540,Effects of biofeedback-assisted stress management on symptoms and neurologic performance in patients with MS,2014,N,
651,CN-01162808,Quality of life in patients with active nonradiographic axial spondyloarthritis after 16 weeks of golimumab treatment,2015,N,
652,CN-02462986,TRAIT MINDFULNESS AND HEART RATE VARIABILITY REACTIVITY DURING A CAFFEINE MANIPULATED EMOTIONAL TASK,2022,N,duplicate
653,CN-01246314,"Phase 2 Study of the Safety and Antitumor Activity of Apalutamide (ARN-509), a Potent Androgen Receptor Antagonist, in the High-risk Nonmetastatic Castration-resistant Prostate Cancer Cohort",2016,N,animal
654,CN-02619530,Experience with 2 years' intervention to progressively reduce salt supply to kitchens in elderly care facilities-challenges and further research: post hoc analysis of the DECIDE-Salt randomized clinical trial,2023,N,
655,CN-02607241,"Bempegaldesleukin Plus Nivolumab in Untreated Advanced Melanoma: the Open-Label, Phase III PIVOT IO 001 Trial Results",2023,N,no metabolic outcomes
656,CN-02884431,Three-Year Results of Comparison Between Ring- versus Non-ring-Augmented Roux-en-Y Gastric Bypass: a Randomized Control Trial,2025,N,wrong population
657,CN-02006030,Is poor compliance with diabetic eye screening in young adults an indicator of poor diabetes control?,2019,N,
658,CN-02460347,EFFECT of GUSELKUMAB on SERUM BIOMARKERS in PSORIATIC ARTHRITIS PATIENTS with INADEQUATE RESPONSE or INTOLERANCE to TUMOR NECROSIS FACTOR INHIBITORS: RESULTS from the COSMOS STUDY,2022,N,wrong population
659,CN-01057280,Efficacy of adalimumab plus methotrexate therapy in rheumatoid arthritis non-responders receiving methotrexate monotherapy or adalimumab combination therapy: results from the optima trial,2014,N,
660,CN-01009004,Evaluation of differing type 1 diabetes treatment regimens in youth in Rwanda,2014,N,wrong population
662,CN-02659969,"Oral nitrate supplementation improves cardiovascular risk markers in COPD: ON-BC, a randomised controlled trial",2024,N,
663,CN-02290645,"Effect of aerobic exercise training on asthma control in postmenopausal women (the ATOM-study): protocol for an outcome assessor, randomised controlled trial",2021,N,
664,CN-01709806,Synergic effect of phytoestrogens and exercise training on cardiovascular risk profile in exercise-responder postmenopausal women: a pilot study,2010,N,
665,CN-01822387,An Efficacy and Safety Study of Ustekinumab in Participants With Active Nonradiographic Axial Spondyloarthritis,2015,N,review article
666,CN-02946233,Bimekizumab in patients from China with active non-radiographic axial spondyloarthritis: 52-week results from BE MOBILE 1,2024,N,
667,CN-02803908,Interindividual Variability Response to Resistance and High-Intensity Interval Training on Blood Pressure Reduction in Hypertensive Older Adults,2025,N,
668,CN-01776880,Patient-reported quality of life in patients with baseline objective signs of inflammation and active nonradiographic axial spondyloarthritis treated with golimumab: results of the open-label extension of a randomized double-blind study,2016,N,
669,CN-00649679,"The Procalcitonin And Survival Study (PASS) - a randomised multi-center investigator-initiated trial to investigate whether daily measurements biomarker Procalcitonin and pro-active diagnostic and therapeutic responses to abnormal Procalcitonin levels, can improve survival in intensive care unit patients. Calculated sample size (target population): 1000 patients",2008,N,commentary
670,CN-02710686,Guselkumab demonstrates long-term efficacy and maintenance of treatment response postwithdrawal in systemic treatment-naïve patients and nonresponders to fumaric acid esters: results from parts II and III of a randomized active-comparator-controlled phase IIIb trial (POLARIS),2024,N,
671,CN-02142407,Efficacy and response rates of the RENCA Macrobead therapy (RMB): a novel approach to the treatment of metastatic colorectal cancer. phase II clinical trials,2020,N,case report
672,CN-02203460,Secukinumab 150 mg significantly improved signs and symptoms of non-radiographic axial spondyloarthritis: 52-week results from the phase III prevent study,2020,N,
673,CN-02818143,POS0925 EFFICACY OF SECUKINUMAB IN TNFI-NAÏVE PATIENTS ACROSS THE AXIAL SPONDYLOARTHRITIS SPECTRUM OVER 52 WEEKS: a POST HOC ANALYSIS OF THE MEASURE AND PREVENT CLINICAL TRIALS,2021,N,
674,CN-00889407,Hypervolemia induces and potentiates lung damage after recruitment maneuver in a model of sepsis-induced acute lung injury,2010,N,
675,CN-02460372,"BIMEKIZUMAB in PATIENTS with ACTIVE NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: 24-WEEK EFFICACY &amp; SAFETY from BE MOBILE 1, A PHASE 3, MULTICENTRE, RANDOMISED, PLACEBO-CONTROLLED STUDY",2022,N,in vitro
676,CN-02584465,Evaluation of the efficacy and safety of Nocardia rubra cell wall skeleton immunotherapy for cervical high-risk HPV persistent infection,2023,N,niacin not NMN/NR
677,CN-02458976,"Efficacy and safety of systemic, high-dose glucocorticoid therapy for idiopathic sudden sensorineural hearing loss : study protocol for a three-armed, randomized, triple-blind, multicenter trial (HODOKORT)",2022,N,poster abstract only
678,CN-02559576,Pilot Study Based on Technology Solutions for Hypertension Care,2023,N,protocol only
679,CN-02712467,"A randomized parallel-group, placebo-controlled, double-blind, multi-center dose finding phase II trial exploring the pharmacodynamic effects, safety and tolerability, and pharmacokinetics of four dose regimens of the oral sGC stimulator BAY 1021189 over 12 weeks in patients with worsening heart failure and preserved ejection fraction",2013,N,case report
680,CN-02758231,Virtual Reality Based Psychological Intervention on Anxiety Symptoms of College Students,2024,N,NAM not NMN
681,CN-02811863,"Dietary nitrate supplementation enhances exercise capacity in WHO Group 3 pulmonary hypertension: a double-blind, placebo-controlled, randomised crossover study (EDEN-OX2)",2025,N,
683,CN-02488903,Relation between changes in weight parameters and height parameters in prepubertal children: daily weight gain and BMIi changes in relation to linear growth during nutritional rehabilitation of underweight children,2019,N,case report
684,CN-02442759,The Effect of Vitamin B3 Supplementation in Glaucoma,2017,N,
685,CN-01998865,Darolutamide delays prostate-specific antigen progression and time to next anticancer therapies in patients with nonmetastatic castration-resistant prostate cancer,2019,N,
686,CN-02264802,Sustained clinical response and safety of etanercept in patients with early axial spondyloarthritis: 10-year results of the ESTHER trial,2021,N,NAM not NMN
687,CN-01116111,"METFORMIN: an efficacy, safety and pharmacokinetic study on the short-term and long-term use in obese children and adolescents - study protocol of a randomized controlled study",2014,N,case report
688,CN-01468042,Change in sacroiliac joint structural radiographic damage after two years of etanercept therapy in comparison to a contemporary control cohort in non-radiographic axial spondyloarthritis,2017,N,
689,CN-02561806,Two-year imaging outcomes from a phase 3 randomized trial of secukinumab in patients with non-radiographic axial spondyloarthritis,2023,N,
690,CN-02665798,Effects of low-sodium bread on dietary compliance and fecal cultivable bacteria in a randomized controlled pilot trial in hypertensive subjects,2024,N,
691,CN-02324918,Updated pharmacodynamic and survival outcomes from the AG221-AML-005 trial of enasidenib (ENA) plus azacitidine (AZA) in patients with mutant IDH2 newly diagnosed acute myeloid leukemia (ND-AML),2021,N,
692,CN-02664803,Impact of Dexamethasone (Dex) Dose Strength on Outcomes in Newly Diagnosed Multiple Myeloma (NDMM): a Secondary Analysis of SWOG Studies S0777 and S1211,2023,N,
693,CN-01847516,The effect of medical treatment (metoprolol) on heart failure caused by aortic regurgitation,2011,N,
694,CN-02081283,Acute Effects Of A High-Protein Diet On Cardiovascular And Cardiometabolic Risk Markers After A Long-Term Intervention – A Preview Substudy,2019,N,
696,CN-02228983,Can we use calorie intake and food choice measurements to determine individual variation in weight loss success to liraglutide 3.0 mg A direct method of eating behaviour assessment,2020,N,
697,CN-02400114,Pharmacodynamics of Injection of Cisatracurium Base on Lean Body Mass Pattern to Maintain Deep Neuromuscular Blockade in Obese Patients,2022,N,
698,CN-02629152,"The effect of N-acetylcysteine supplementation on ovulation induction in PCOS patients: a pragmatic, randomized, parallel-controlled, non-inferior study",2023,N,no placebo
699,CN-02874052,"POS0921 SUSTAINED IMPROVEMENTS WITH BIMEKIZUMAB IN PAIN, MORNING STIFFNESS, FATIGUE, PHYSICAL FUNCTION AND HEALTH-RELATED QUALITY OF LIFE IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: 3-YEAR RESULTS FROM TWO PHASE 3 STUDIES",2025,N,
700,CN-00504650,Acute creatine monohydrate supplementation: a descriptive physiological profile of responders vs. nonresponders,2004,N,
701,CN-01753799,Expression of antibodies to divalent metal transporter 1 (DMT1) correlates with response to therapy of Hepatitis C Virus (HCV),2012,N,
702,CN-02546011,Effect of a four-week isocaloric ketogenic diet on physical performance at very high-altitude: a pilot study,2023,N,
703,CN-02878039,Effects of dapagliflozin on blood volume status and vascular outcomes in clinically stabilized heart failure patients after an acute decompensated heart failure event (DAPA-VOLVO study): protocol of a double-blind randomized controlled clinical trial,2025,N,
704,CN-01920498,Efficacy and safety of long-course tacrolimus treatment for idiopathic membranous nephropathy,2018,N,review article
705,CN-02145678,Megestrol Acetate Plus Rosuvastatin in Young Women With Atypical Endometrial Hyperplasia,2020,N,
706,CN-01116212,A complex multimodal activity intervention to reduce the risk of dementia in mild cognitive impairment--ThinkingFit: pilot and feasibility study for a randomized controlled trial,2014,N,no RCT
707,CN-02759598,Ixekizumab improves sleep and work productivity in patients with non-radiographic axial spondyloarthritis: results from the COAST-X trial at 52 weeks,2021,N,
708,CN-02875815,BIMEKIZUMAB IMPACT ON GROUP FOR RESEARCH AND ASSESSMENT OF PSORIASIS AND PSORIATIC ARTHRITIS CORE DOMAINS FOR PATIENTS WITH PSORIATIC ARTHRITIS: RESULTS UP TO 2 YEARS OF TREATMENT DURATION,2025,N,
709,CN-02603641,Effects of Yoga Therapy in Rehabilitation Compared to Physiotherapy in Moderate Axial Spondyloarthritis (axSPA),2023,N,
710,CN-02657531,EFFICACY AND SAFETY OF SECUKINUMAB IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: SINGLE CENTER EXPERIENCE,2023,N,review article
711,CN-02067726,A study to evaluate the efficacy and safety of bimekizumab in subjects with active nonradiographic axial spondyloarthritis,2019,N,case report
712,CN-02730738,A Phase 3 program evaluating the effect of filgotinib in subjects with active axial spondyloarthritis,2023,N,
713,CN-02750436,Correlation of body mass index (BMI) with survival outcomes in patients (pts) with metastatic hormone-sensitive prostate cancer (mHSPC): analysis of patient (pt)- level data from SWOG 1216 study,2024,N,niacin not NMN/NR
714,CN-01887165,Retrospective evaluation of prolongation of preeclamptic pregnancies by lipidapheresis with H.E.L.P.-apheresis compared to a control group,2017,N,
717,CN-01523441,Sitaxsentan in Proteinuric Chronic Kidney Disease,2009,N,duplicate
718,CN-02818137,POS0076 S100A8/A9 AND S100A12 AS POTENTIAL PREDICTIVE BIOMARKERS OF ABATACEPT RESPONSE IN POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS,2021,N,
719,CN-02749917,Evaluation of a digital therapy programme for the treatment of primary arterial hypertension: eXPLORE - study protocol for a fully decentralised randomised controlled feasibility study,2024,N,
720,CN-00651336,eToims twitch relief method in chronic refractory myofascial pain (CRMP),2008,N,
721,CN-01085245,Intracoronary administration of anisodamine and nicorandil in individuals undergoing primary percutaneous coronary intervention for acute inferior myocardial infarction: a randomized factorial trial,2015,N,
722,CN-02719748,"A Phase 3, Multicenter, Randomized, Double-Blind, Placebo- and Active-Controlled, Treat-Through Study to Evaluate the Efficacy and Safety of Mirikizumab in Patients with Moderately to Severely Active Crohn's Disease",2019,N,
723,CN-01742688,A novel approach to inhibit CD4 exhaustion: results of a placebo-controlled phase II study of a GP41 peptide vaccine in HIV-1 patients under ART,2018,N,
724,CN-01647516,Nsaids reduces radiographic progression in sacloiliac joints in early axial spondyloarthritis,2018,N,
725,CN-02694376,"A clinical study to compare the effect of two drugs, Tofacitinib and Adalimumab in axial spondyloarthritis patients",2024,N,
726,CN-02248464,"Effects of Water Restriction and Water Replenishment on the Content of Body Water with Bioelectrical Impedance among Young Adults in Baoding, China: a Randomized Controlled Trial (RCT)",2021,N,no metabolic outcomes
727,CN-02901205,Exploring the effects of a green exercise program on body composition and connection with nature in postmenopausal women,2025,N,poster abstract only
728,CN-02928019,COMPARING THE SAFETY AND EFFICACY OF HIGH DOSE DEXAMETHASONE VERSUS PREDNISOLONE IN NEWLY DIAGNOSED IMMUNE THROMBOCYTOPENIA-A RANDOMIZED CONTROLLED TRIAL FROM RURAL NORTH INDIA,2025,N,NAM not NMN
729,CN-01784301,Effect of agronomically biofortified zinc flour on zinc and selenium status in resource poor settings; a randomised control trial,2017,N,commentary
730,CN-00205831,Concurrent high dose radiotherapy and cisplatinum-based chemotherapy ± immunotherapy versus radiotherapy alone in esophageal carcinoma. Molecular biology in assesment of response to chemoradiotherapy,1999,N,
731,CN-01408053,LU-DOTA-octreotate therapy in advanced gastrointestinal neuroendocrine tumors: outcomes after 5 years follow up,2017,N,case report
732,CN-01762678,The fluid challenge technique: standardization of fluid administration and assessment of fluid responsiveness in critically ill patients,2016,N,
733,CN-02522460,Bimekizumab improves signs and symptoms of active non-radiographic axial spondyloarthritis: 24-week results from the phase 3 BE MOBILE 1 Study,2023,N,no RCT
734,CN-01032609,SC abatacept is effective and well tolerated with low immunogenicity following temporary withdrawal and reintroduction in the allow lte (evaluation of aba administered subcutaneously in adults with active rheumatoid arthritis: impact of withdrawal and reintroduction),2011,N,animal
735,CN-01041204,Single course of high dose dexamethasone is more effective than conventional prednisolone therapy in the treatment of primary newly diagnosed immune thrombocytopenia,2012,N,wrong population
736,CN-02359400,"Dietary nitrate supplementation to enhance exercise capacity in hypoxic COPD: EDEN-OX, a double-blind, placebo-controlled, randomised cross-over study",2022,N,niacin not NMN/NR
737,CN-02635830,"DIETARY NITRATE SUPPLEMENTATION TO ENHANCE EXERCISE CAPACITY IN PULMONARY HYPERTENSION: EDEN-OX2 A DOUBLE-BLIND, PLACEBO-CONTROLLED, RANDOMISED CROSSOVER STUDY",2023,N,
738,CN-02909994,EFFICACY OF TWO ABDOMINAL BLOCKS FOR TRANSVESICAL PROSTATE ADENOMECTOMY,2025,N,case report
739,CN-02835366,Study protocol for a randomized single-center cross-over study: dapagliflozin treatment in recurring kidney stone patients,2025,N,
740,CN-01791135,"Safety and efficacy of nivolumab in combination with S-1/capecitabine plus oxaliplatin in patients with previously untreated, unresectable, advanced, or recurrent gastric/gastroesophageal junction cancer: interim results of a randomized, phase II trial (ATTRACTION-4)",2019,N,duplicate
741,CN-02215061,Effect of oral supplementation with curcumin in diabetic subjects with proteinuric kidney disease: a randomized controlled trial,2020,N,
742,CN-02330443,Clinical trials with anti-aging supplements,2021,N,
743,CN-02495570,"A randomized, controlled, multicentre study to evaluate the safety and efficacy of Mida Rheuma App use added to conventional patient management in adult subjects with Rheumatoid Arthritis, Psoriatic Arthritis, Ankylosing Spondylitis or Non-radiographic Axial Spondyloarthritis",2022,N,no metabolic outcomes
744,CN-02264477,Adherence and Dietary Composition during Intermittent vs. Continuous Calorie Restriction: follow-Up Data from a Randomized Controlled Trial in Adults with Overweight or Obesity,2021,N,
745,CN-02371264,Residual Monoclonal Free Light Chain Positivity By Mass Spectrometry Identifies Patients at Increased Risk of Early Relapse Following First-Line Anti-Myeloma Treatment,2021,N,
746,CN-02748649,LONG-TERM SAFETY AND TOLERABILITY OF BIMEKIZUMAB IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS AND PSORIATIC ARTHRITIS: RESULTS FROM POOLED PHASE 2B/3 STUDIES,2024,N,in vitro
747,CN-01752943,"FDA approval summary: lenvatinib for progressive, radio-iodine-refractory differentiated thyroid cancer",2015,N,
748,CN-02589184,Effect of nalbuphine combined with ropivacaine transversal plane block on postoperative and recovery quality in patients with laparoscopic total hysterectomy,2023,N,
749,CN-02275048,Daratumumab plus lenalidomide and dexamethasone (D-RD) versus lenalidomide and dexamethasone (rd) in transplantineligible newly diagnosed multiple myeloma (NDMM): frailty subgroup analysis of Maia,2021,N,wrong population
750,CN-01755098,"Evaluation of the influence of ten minutes bed rest following embryo transfer in ovum donation. Preliminary results of a prospective, randomized controlled trial",2011,N,
751,CN-02408411,"The clinical efficacy and safety of topical Nocardia cell wall skeleton in the treatment of diabetic foot ulcer wounds- a prospective, randomized, controlled, multicentre study",2021,N,commentary
752,CN-02892987,"The Supportive Effect of Acarbose to Orlistat in Weight Management-A Randomized, Double-Blind, Multiarm Phase 2 Trial",2025,N,
753,CN-02719080,"Explorative, randomized, double-blind, placebo-controlled, 3-way cross-over study to assess the effects of oral cannabidiol 160 and 1500 mg in healthy male subjects on evoked pain tests and CNS using PainCart and NeuroCart test batteries",2020,N,
754,CN-01173244,"Serum bioactive hepcidin-25 , soluble transferrin receptor and their ratio in predialysis patients and the response to intravenous ferric carboxymaltose",2015,N,
755,CN-02551070,"A Multicentre, Randomised, Double Blind, Parallel Design, Placebo Controlled Study to Evaluate the Efficacy and Safety of Uthever (NMN Supplement), an Orally Administered Supplementation in Middle Aged and Older Adults",2022,N,niacin not NMN/NR
756,CN-01162920,Responder vs non-responder baseline characteristics and early response in patients with non-radiographic axial spondyloarthritis,2015,N,no placebo
757,CN-00102698,Randomized comparative trial of interferon-alpha versus placebo in hepatitis B vaccine non-responders and hyporesponders,1994,N,
759,CN-01987932,"Glycaemic durability of an early combination therapy with vildagliptin and metformin versus sequential metformin monotherapy in newly diagnosed type 2 diabetes (VERIFY): a 5-year, multicentre, randomised, double-blind trial",2019,N,
760,CN-00179016,Progression of established retinopathy is unrelated to glycosylated hemoglobin in non-insulin-dependent diabetes,1986,N,
761,CN-02399148,Correlation of quality of life between treatment outcomes in the majic study which compared ruxolitinib to best available therapy in polycythemia vera,2021,N,
762,CN-02661769,"Associations between patient-reported nutritional status, survival, and toxicity among patients with limited stage small-cell lung cancer (LS SCLC) in a randomized trial of highdose, twice-daily (BID) thoracic radiotherapy (TRT)",2023,N,
763,CN-01606119,ABM/P-15 (i-FactorTM) versus allograft in non-instrumented lumbar fusion surgery - 1-year postoperative intertransverse segmental fusion rate. A double-blind rct,2018,N,review article
764,CN-00547965,Peginterferon alpha-2a (40 kDa) plus ribavirin in chronic hepatitis C patients who failed previous interferon-based therapy: results of a multicentre open-label expanded access program in Canada,2005,N,in vitro
765,CN-02781132,USE OF NON-INVASIVE TESTS TO DIAGNOSE AND FOLLOW NASH WITH LIVER FIBROSIS PATIENTS TREATED WITH RESMETIROM,2024,N,
766,CN-01861924,"A Multicenter, Randomized, Double-Blind, Study Comparing the Efficacy and Safety of Continuing Versus Withdrawing Adalimumab Therapy in Maintaining Remission in Subjects with Non Radiographic Axial Spondyloarthritis",2013,N,
767,CN-02068321,Study in patients with active axial spondyloarthritis to assess efficacy of a treat-to-target treatment strategy with secukinumab compared to a standard-of-care treatment,2019,N,
768,CN-02873954,POS0787 BIMEKIZUMAB DEMONSTRATED SIMILAR EFFICACY AND SAFETY IN TWO CLINICAL ENDOTYPES OF AXIAL SPONDYLOARTHRITIS: 1-YEAR RESULTS FROM TWO PHASE 3 TRIALS,2025,N,wrong population
769,CN-02715002,After the Health Check in vulnerable groups: an individually tailored self regulation intervention led by Community Health Workers,2013,N,
770,CN-02668597,"Treatment Outcomes and Prognostic Factors with Lenalidomide, Bortezomib, and Dexamethasone (RVd) Alone Versus Rvd Plus Autologous Stem Cell Transplantation (ASCT) in African American (AA) Patients (Pts) with Newly Diagnosed Multiple Myeloma (NDMM) in the Determination Phase 3 Trial",2023,N,
771,CN-01603349,Variables associated with HbA1c and weight reductions when adding liraglutide to multiple daily insulin injections in persons with type 2 diabetes (MDI Liraglutide trial 3),2018,N,
772,CN-02500652,Efficacy and safety of two different low-dose rituximab regimens for Chinese children patients with primary immune thrombocytopenia,2022,N,
773,CN-02537212,Acupuncture in chemotherapy-induced dysgeusia (AcuDysg): study protocol of a randomised controlled trial,2023,N,no metabolic outcomes
774,CN-01440463,Subcostal transversus abdominis plane block can improve analgesia after laparoscopic cholecystectomy,2018,N,
775,CN-00964690,Intravenous ghrelin accelerates postoperative gastric emptying and time to first bowel movement in humans,2013,N,no metabolic outcomes
776,CN-02652910,Application of remazolam combined with nerve block in elderly patients with colorectal cancer,2023,N,
777,CN-01122489,"Red yeast rice lowers cholesterol in physicians - a double blind, placebo controlled randomized trial",2013,N,
778,CN-01104745,Randomized phase 2 study of carboplatin and bevacizumab in recurrent glioblastoma,2015,N,
779,CN-02667914,A multi-institutional phase I study of acetazolamide with temozolomide in adults with newly diagnosed MGMT-methylated malignant glioma,2024,N,
780,CN-01027405,"Alisporivir (ALV) plus peginterferon/ribavirin (PR) achieves high SVR12 rates among null responders, IL28BCT/TT and cirrhotic HCVG1 patients (fundamental study interim analysis)",2013,N,animal
781,CN-02914036,"A single-center, randomized, double-blind, positive-controlled Phase II clinical study evaluating the preliminary efficacy, safety, and pharmacokinetic profile of levobupivacaine and 2-hydroxyethyl lidocaine aminium bromide injection (development code: LL10) for postoperative analgesia in patients undergoing elective surgery",2025,N,animal
782,CN-01550976,Effect of Methylprednisolone on Quadriceps Muscle Function in Patients Undergoing Total Knee-arthroplasty,2014,N,
783,CN-02008904,Effect of Liraglutide on Times in Glycaemic Ranges as Assessed by CGM for Type 2 Diabetes Patients Treated With Multiple Daily Insulin Injections,2019,N,commentary
784,CN-01032736,"PRAISE: prospective, randomized, double blinded, vlulti- centcr, clinical study for the evaluation of iloprost in the early postoperative period after liver transplantation, the study protocol",2011,N,
785,CN-01103686,Type 1 diabetes-related quality of life in Rwanda,2015,N,niacin not NMN/NR
